,esent,eopenrate,eclickrate,avgorder,paperless,refill,doorstep,create_first,first_last,favday_Monday,favday_Saturday,favday_Sunday,favday_Thursday,favday_Tuesday,favday_Wednesday,city_BOM,city_DEL,city_MAA
20656,-0.1839719963831647,1.5593634648402301,0.9319442321735247,1.299709079393394,1,0,1,-0.992139884782625,0.849462603209633,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30268,-0.48233317554213717,1.6761779914963502,1.4421558472130507,0.10125171822306156,1,0,0,0.4840543988461073,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
7220,0.9359787347106673,-0.4800154336122725,-0.9554645362108118,1.7657282227029887,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
20878,0.609696422680319,0.9768289414841096,1.2978336536685535,-0.625411170301082,1,0,0,1.081362684134746,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25001,0.827980570483276,-0.07192939670036817,-0.9554645362108118,0.07617411046891669,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7950,0.9359787347106673,-0.4800154336122725,0.9850398159655986,0.6076297156410919,0,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21803,-0.009296994998009666,1.4975070137813868,0.3852673594957101,-1.0517493115994785,0,0,0,-0.992139884782625,1.1407414626865846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
12137,0.7737033076126745,0.20048052656246662,0.5897601397926299,1.4553209202306137,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26992,0.9359787347106673,1.4651756905480795,0.3852673594957101,0.5602909697596179,1,0,0,1.2202788781820237,1.4837880513505466,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
25098,0.38805692191736857,1.580369067303582,0.3852673594957101,2.364702703419119,0,0,0,1.3823431968746853,1.6572920378225877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
29643,0.16261605033096144,0.5246778357070183,-0.9554645362108118,-0.21616424020699085,1,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
30454,-0.6665977458036425,1.1173563573836274,1.5219368547576368,-0.625411170301082,1,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1832,0.33207291165843633,0.34768138370748175,0.7309518012330677,-0.36722168270356753,0,0,0,1.5819681714841975,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
30223,-0.9201344965892113,0.13930424996316923,-0.9554645362108118,1.8378392619409782,1,0,0,0.413892938595797,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3220,1.3085973639674964,0.05891074934966711,0.4465174776001946,0.788935213927157,1,0,0,1.1751404743133542,1.6828679788815526,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
30690,-1.1179329578827595,0.022910853434981136,-0.9554645362108118,-0.6264793795432468,1,0,1,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8293,0.9359787347106673,-0.4800154336122725,-0.9554645362108118,0.048690516407366345,0,0,0,0.6810027978756811,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8153,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,0.3062463136989304,0,0,0,-0.10150138138680301,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8285,1.0966548184286353,-1.3969823453650023,-0.9554645362108118,-0.07326710394159984,0,0,0,1.49980893306678,1.6531921766310074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
6205,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-0.07326710394159984,1,0,0,0.7171886030213033,1.312728996485911,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
21033,-1.7073793414614604,0.13930424996316923,0.3852673594957101,-1.216528645954402,1,0,0,-0.3973166662393107,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27197,0.4438039467001591,0.9911153952914029,-0.9554645362108118,0.5258914300753622,0,0,0,1.676434593179095,1.2282729993302017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15630,-0.8557813258869165,0.23383092292263263,-0.9554645362108118,1.0175356663152066,1,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19423,-1.545952210834044,0.7922588769327656,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9776,1.0966548184286353,-1.3969823453650023,-0.9554645362108118,2.322659801711654,0,0,0,-0.992139884782625,1.5702107232017786,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
19399,0.21936131215973487,1.1437631691939163,0.7711102448958098,0.6915027139508205,1,0,0,1.3431430618840885,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7799,0.9897091548153909,-0.49115674815643057,-0.9554645362108118,0.04009404113284611,0,0,0,-0.3973166662393107,0.32168361329307993,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7520,0.8820707543160962,0.16903380281939917,-0.9554645362108118,-0.07326710394159984,0,0,0,0.08803199366128278,1.1477544494590517,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
26112,0.9897091548153909,0.7922588769327656,1.3589607390212846,0.007360409593091817,0,0,0,-0.10150138138680301,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1164,1.1498783221286721,-0.15140772513428993,-0.9554645362108118,1.5993011610975556,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
12139,-0.3021427178501765,1.683126516788265,-0.9554645362108118,-0.625411170301082,1,1,0,1.5174157647338877,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25290,0.9897091548153909,0.33214690091614546,-0.9554645362108118,-0.07326710394159984,1,0,0,0.7499420912015307,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25105,1.0966548184286353,-1.3969823453650023,-0.9554645362108118,1.8494543139222006,0,0,0,-0.992139884782625,1.2330187619277861,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9733,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,0.508391872838412,0,0,0,1.290322812511577,1.0254330757970884,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
9989,0.9897091548153909,-0.27859069939630987,-0.9554645362108118,0.2814565766884637,0,0,0,1.3107473476780693,1.5469754686392474,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
10286,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-1.7279642054567348,0,0,0,1.0599140057882879,1.3938779054223338,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4170,-1.6246274860372512,0.13930424996316923,-0.9554645362108118,1.4848967201230716,0,0,0,1.1367799626580686,1.6278094809943124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9078,0.9897091548153909,-1.3969823453650023,-0.9554645362108118,1.2484301638968767,0,0,0,0.413892938595797,0.6119819528063067,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27343,0.9359787347106673,-0.4800154336122725,0.543453808710208,1.9239096465281975,0,0,0,1.6365816766710048,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3932,0.5546167886385531,0.9464051210987154,0.3852673594957101,-1.9277731421913868,0,0,0,-0.992139884782625,1.4459647860671885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
3786,1.1498783221286721,-1.3969823453650023,-0.9554645362108118,1.161461331385479,0,0,0,1.1105660384470266,1.5260089136054735,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
22580,-0.1839719963831647,0.6900783043027884,-0.9554645362108118,-0.625411170301082,1,0,0,0.413892938595797,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
29918,-0.9201344965892113,0.2879121824829275,1.325979564653038,-0.36722168270356753,1,0,0,0.3294037955772868,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
30478,-0.7290613182928722,1.4452913914323113,1.2068335236573406,0.2724469675285219,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2641,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-2.9650529018868954,0,0,0,-0.992139884782625,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
9471,0.7192338401913919,0.4143194289652342,-0.9554645362108118,-0.08025020291715348,0,0,0,-0.992139884782625,0.574420854553801,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
18337,0.33207291165843633,0.7190803399712917,1.3702868401095696,1.2683739763859991,1,0,0,-0.3973166662393107,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26489,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,0.4023934738932421,0,0,0,1.6604562586628002,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16658,0.33207291165843633,1.6074467971674942,1.508004661500978,2.1657058212506004,1,0,0,-0.3973166662393107,1.351211006397134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11834,-1.7073793414614604,-1.3969823453650023,-0.9554645362108118,-0.1526256604487067,1,0,0,0.7798012373746591,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
21982,-0.1839719963831647,0.4432340570922522,-0.9554645362108118,-0.6158107708791613,1,1,0,1.0241428970768414,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
25440,0.9359787347106673,-0.09990188289453292,0.9850398159655986,1.1464644935374104,0,0,0,0.3294037955772868,0.3835030535704725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1170,0.04829774456868317,1.1173563573836274,0.3852673594957101,0.18877693757658268,1,0,0,1.1751404743133542,1.2509656083960055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
28880,0.38805692191736857,0.05891074934966711,1.3552233740916118,0.8874575844793078,1,1,0,0.4840543988461073,0.8081062567220719,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8896,-0.6665977458036425,-1.3969823453650023,-0.9554645362108118,-1.4379595486922654,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
15263,0.7192338401913919,-0.7499142707001899,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
19825,0.4993215325778863,-0.15140772513428993,0.6746334663096311,-4.353163913430232,1,0,0,0.9519075873111779,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15840,0.7737033076126745,-1.3969823453650023,-0.9554645362108118,-0.625411170301082,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4530,1.202940811278188,-0.53268093627183,0.4727748530839785,-0.4013515135398954,1,0,0,-0.3973166662393107,1.4960219839353548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
29111,0.27584389124736125,0.47808595542866716,1.385662390493461,-1.1331483741534627,1,1,0,-0.992139884782625,1.0938042327613067,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
20079,0.27584389124736125,-0.31404203964209604,1.1709335574381314,-0.662439493302764,1,1,0,-0.992139884782625,1.1972946991008266,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
16454,0.4438039467001591,-1.3969823453650023,-0.9554645362108118,-0.3827445503945766,1,1,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
7859,0.4438039467001591,0.4143194289652342,1.1200577956838595,1.1778361150300223,0,0,0,-0.10150138138680301,1.5939983850903097,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6540,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,1.6166638898998913,0,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9774,-1.6246274860372512,1.1173563573836274,-0.9554645362108118,-0.07326710394159984,0,0,0,1.7054428578963405,1.056886061153532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12860,0.4993215325778863,0.2879121824829275,1.103823616673634,-0.4195398072502147,1,0,0,0.8979911248941955,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23090,-0.5432662905354395,1.0206045179000727,1.103823616673634,-0.9036129780466136,1,0,0,-0.992139884782625,-0.76642029518711,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24447,-1.324893960244354,1.1173563573836274,1.6448281957339017,1.8950540674048235,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19932,0.10559834752501197,0.7372782110929383,0.8136124579001509,-1.2865521329399094,1,0,0,1.290322812511577,-0.76642029518711,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1161,0.27584389124736125,0.36906260556226245,-0.9554645362108118,-0.08258048456335221,1,0,0,-0.992139884782625,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
614,0.7737033076126745,0.6927094569661562,0.5897601397926299,-0.22001757623146923,0,0,0,1.1528485523008967,1.6189423516645567,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7692,0.4993215325778863,-1.3969823453650023,-0.9554645362108118,0.6706731665850197,0,0,0,1.208240106127824,-0.76642029518711,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16733,0.27584389124736125,1.388586069859388,1.5219368547576368,1.0997638267330778,1,0,0,1.081362684134746,-0.76642029518711,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1345,0.5546167886385531,1.1824498144043147,-0.9554645362108118,-0.658666430393191,0,0,0,0.8558587143502715,1.6796151696413033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4797,-1.796840544394617,-1.3969823453650023,-0.9554645362108118,-1.216528645954402,1,0,0,0.9974175422154867,-0.76642029518711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6089,0.8820707543160962,-0.08611606285890072,0.9989152028722049,0.14302300438109772,0,0,0,1.144944166869709,-0.76642029518711,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
28888,1.0432664412169024,-0.12634775431686834,-0.9554645362108118,-0.5456122954861881,1,0,0,1.2478782684047407,1.0666112457660235,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
